160630 13:52:40	 1862 Connect	root@localhost as anonymous on opencart
		 1863 Query	DELETE FROM oc_cart WHERE customer_id = '0' AND date_added < DATE_SUB(NOW(), INTERVAL 1 HOUR)
		 1863 Query	UPDATE oc_cart SET session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7' WHERE customer_id = '1'
		 1863 Query	SELECT * FROM oc_cart WHERE customer_id = '0' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1863 Query	SELECT * FROM oc_extension WHERE `type` = 'openbay'
		 1863 Query	SELECT * FROM `oc_event` WHERE `trigger` LIKE 'catalog/%' ORDER BY `event_id` ASC
		 1863 Query	SELECT COUNT(*) AS total FROM oc_review r LEFT JOIN oc_product p ON (r.product_id = p.product_id) LEFT JOIN oc_product_description pd ON (p.product_id = pd.product_id) WHERE p.product_id = '50' AND p.date_available <= NOW() AND p.status = '1' AND r.status = '1' AND pd.language_id = '1'
		 1863 Query	SELECT r.review_id, r.author, r.rating, r.text, p.product_id, pd.name, p.price, p.image, r.date_added FROM oc_review r LEFT JOIN oc_product p ON (r.product_id = p.product_id) LEFT JOIN oc_product_description pd ON (p.product_id = pd.product_id) WHERE p.product_id = '50' AND p.date_available <= NOW() AND p.status = '1' AND r.status = '1' AND pd.language_id = '1' ORDER BY r.date_added DESC LIMIT 0,5
		 1863 Quit	
160630 13:53:02	 1864 Connect	root@localhost as anonymous on opencart
		 1864 Query	SET NAMES utf8
		 1864 Query	SET SQL_MODE = ''
		 1864 Query	SELECT * FROM oc_extension WHERE `type` = 'openbay'
		 1864 Query	SELECT * FROM oc_store WHERE REPLACE(`url`, 'www.', '') = 'http://localhost/OpencartStore/'
		 1864 Query	SELECT * FROM `oc_setting` WHERE store_id = '0' OR store_id = '0' ORDER BY store_id ASC
		 1864 Query	SELECT * FROM oc_customer WHERE customer_id = '1' AND status = '1'
		 1864 Query	UPDATE oc_customer SET ip = '127.0.0.1' WHERE customer_id = '1'
		 1864 Query	SELECT * FROM oc_customer_ip WHERE customer_id = '1' AND ip = '127.0.0.1'
		 1864 Query	SELECT * FROM oc_currency
		 1864 Query	SELECT tr1.tax_class_id, tr2.tax_rate_id, tr2.name, tr2.rate, tr2.type, tr1.priority FROM oc_tax_rule tr1 LEFT JOIN oc_tax_rate tr2 ON (tr1.tax_rate_id = tr2.tax_rate_id) INNER JOIN oc_tax_rate_to_customer_group tr2cg ON (tr2.tax_rate_id = tr2cg.tax_rate_id) LEFT JOIN oc_zone_to_geo_zone z2gz ON (tr2.geo_zone_id = z2gz.geo_zone_id) LEFT JOIN oc_geo_zone gz ON (tr2.geo_zone_id = gz.geo_zone_id) WHERE tr1.based = 'shipping' AND tr2cg.customer_group_id = '1' AND z2gz.country_id = '81' AND (z2gz.zone_id = '0' OR z2gz.zone_id = '1256') ORDER BY tr1.priority ASC
		 1864 Query	SELECT tr1.tax_class_id, tr2.tax_rate_id, tr2.name, tr2.rate, tr2.type, tr1.priority FROM oc_tax_rule tr1 LEFT JOIN oc_tax_rate tr2 ON (tr1.tax_rate_id = tr2.tax_rate_id) INNER JOIN oc_tax_rate_to_customer_group tr2cg ON (tr2.tax_rate_id = tr2cg.tax_rate_id) LEFT JOIN oc_zone_to_geo_zone z2gz ON (tr2.geo_zone_id = z2gz.geo_zone_id) LEFT JOIN oc_geo_zone gz ON (tr2.geo_zone_id = gz.geo_zone_id) WHERE tr1.based = 'store' AND tr2cg.customer_group_id = '1' AND z2gz.country_id = '222' AND (z2gz.zone_id = '0' OR z2gz.zone_id = '3563') ORDER BY tr1.priority ASC
		 1864 Query	SELECT * FROM oc_weight_class wc LEFT JOIN oc_weight_class_description wcd ON (wc.weight_class_id = wcd.weight_class_id) WHERE wcd.language_id = '1'
		 1864 Query	SELECT * FROM oc_length_class mc LEFT JOIN oc_length_class_description mcd ON (mc.length_class_id = mcd.length_class_id) WHERE mcd.language_id = '1'
		 1864 Query	DELETE FROM oc_cart WHERE customer_id = '0' AND date_added < DATE_SUB(NOW(), INTERVAL 1 HOUR)
		 1864 Query	UPDATE oc_cart SET session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7' WHERE customer_id = '1'
		 1864 Query	SELECT * FROM oc_cart WHERE customer_id = '0' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1864 Query	SELECT * FROM oc_extension WHERE `type` = 'openbay'
		 1864 Query	SELECT * FROM `oc_event` WHERE `trigger` LIKE 'catalog/%' ORDER BY `event_id` ASC
		 1864 Query	SELECT DISTINCT *, pd.name AS name, p.image, m.name AS manufacturer, (SELECT price FROM oc_product_discount pd2 WHERE pd2.product_id = p.product_id AND pd2.customer_group_id = '1' AND pd2.quantity = '1' AND ((pd2.date_start = '0000-00-00' OR pd2.date_start < NOW()) AND (pd2.date_end = '0000-00-00' OR pd2.date_end > NOW())) ORDER BY pd2.priority ASC, pd2.price ASC LIMIT 1) AS discount, (SELECT price FROM oc_product_special ps WHERE ps.product_id = p.product_id AND ps.customer_group_id = '1' AND ((ps.date_start = '0000-00-00' OR ps.date_start < NOW()) AND (ps.date_end = '0000-00-00' OR ps.date_end > NOW())) ORDER BY ps.priority ASC, ps.price ASC LIMIT 1) AS special, (SELECT points FROM oc_product_reward pr WHERE pr.product_id = p.product_id AND customer_group_id = '1') AS reward, (SELECT ss.name FROM oc_stock_status ss WHERE ss.stock_status_id = p.stock_status_id AND ss.language_id = '1') AS stock_status, (SELECT wcd.unit FROM oc_weight_class_description wcd WHERE p.weight_class_id = wcd.weight_class_id AND wcd.language_id = '1') AS weight_class, (SELECT lcd.unit FROM oc_length_class_description lcd WHERE p.length_class_id = lcd.length_class_id AND lcd.language_id = '1') AS length_class, (SELECT AVG(rating) AS total FROM oc_review r1 WHERE r1.product_id = p.product_id AND r1.status = '1' GROUP BY r1.product_id) AS rating, (SELECT COUNT(*) AS total FROM oc_review r2 WHERE r2.product_id = p.product_id AND r2.status = '1' GROUP BY r2.product_id) AS reviews, p.sort_order FROM oc_product p LEFT JOIN oc_product_description pd ON (p.product_id = pd.product_id) LEFT JOIN oc_product_to_store p2s ON (p.product_id = p2s.product_id) LEFT JOIN oc_manufacturer m ON (p.manufacturer_id = m.manufacturer_id) WHERE p.product_id = '50' AND pd.language_id = '1' AND p.status = '1' AND p.date_available <= NOW() AND p2s.store_id = '0'
		 1864 Query	SELECT * FROM oc_product_option po LEFT JOIN `oc_option` o ON (po.option_id = o.option_id) LEFT JOIN oc_option_description od ON (o.option_id = od.option_id) WHERE po.product_id = '50' AND od.language_id = '1' ORDER BY o.sort_order
		 1864 Query	SELECT `pd`.* FROM `oc_product_recurring` `pp` JOIN `oc_recurring_description` `pd` ON `pd`.`language_id` = 1 AND `pd`.`recurring_id` = `pp`.`recurring_id` JOIN `oc_recurring` `p` ON `p`.`recurring_id` = `pd`.`recurring_id` WHERE `product_id` = 50 AND `status` = 1 AND `customer_group_id` = 1 ORDER BY `sort_order` ASC
		 1864 Query	SELECT COUNT(*) AS total FROM oc_cart WHERE customer_id = '1' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7' AND product_id = '50' AND recurring_id = '0' AND `option` = '[]'
		 1864 Query	INSERT oc_cart SET customer_id = '1', session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7', product_id = '50', recurring_id = '0', `option` = '[]', quantity = '1', date_added = NOW()
		 1864 Query	SELECT * FROM oc_cart WHERE customer_id = '1' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1864 Query	SELECT * FROM oc_product_to_store p2s LEFT JOIN oc_product p ON (p2s.product_id = p.product_id) LEFT JOIN oc_product_description pd ON (p.product_id = pd.product_id) WHERE p2s.store_id = '0' AND p2s.product_id = '50' AND pd.language_id = '1' AND p.date_available <= NOW() AND p.status = '1'
		 1864 Query	SELECT price FROM oc_product_discount WHERE product_id = '50' AND customer_group_id = '1' AND quantity <= '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY quantity DESC, priority ASC, price ASC LIMIT 1
		 1864 Query	SELECT price FROM oc_product_special WHERE product_id = '50' AND customer_group_id = '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY priority ASC, price ASC LIMIT 1
		 1864 Query	SELECT points FROM oc_product_reward WHERE product_id = '50' AND customer_group_id = '1'
		 1864 Query	SELECT * FROM oc_product_to_download p2d LEFT JOIN oc_download d ON (p2d.download_id = d.download_id) LEFT JOIN oc_download_description dd ON (d.download_id = dd.download_id) WHERE p2d.product_id = '50' AND dd.language_id = '1'
		 1864 Query	SELECT * FROM oc_recurring r LEFT JOIN oc_product_recurring pr ON (r.recurring_id = pr.recurring_id) LEFT JOIN oc_recurring_description rd ON (r.recurring_id = rd.recurring_id) WHERE r.recurring_id = '0' AND pr.product_id = '50' AND rd.language_id = 1 AND r.status = 1 AND pr.customer_group_id = '1'
		 1864 Query	SELECT * FROM oc_extension WHERE `type` = 'total'
		 1864 Query	SELECT * FROM oc_cart WHERE customer_id = '1' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1864 Query	SELECT * FROM oc_product_to_store p2s LEFT JOIN oc_product p ON (p2s.product_id = p.product_id) LEFT JOIN oc_product_description pd ON (p.product_id = pd.product_id) WHERE p2s.store_id = '0' AND p2s.product_id = '50' AND pd.language_id = '1' AND p.date_available <= NOW() AND p.status = '1'
		 1864 Query	SELECT price FROM oc_product_discount WHERE product_id = '50' AND customer_group_id = '1' AND quantity <= '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY quantity DESC, priority ASC, price ASC LIMIT 1
		 1864 Query	SELECT price FROM oc_product_special WHERE product_id = '50' AND customer_group_id = '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY priority ASC, price ASC LIMIT 1
		 1864 Query	SELECT points FROM oc_product_reward WHERE product_id = '50' AND customer_group_id = '1'
		 1864 Query	SELECT * FROM oc_product_to_download p2d LEFT JOIN oc_download d ON (p2d.download_id = d.download_id) LEFT JOIN oc_download_description dd ON (d.download_id = dd.download_id) WHERE p2d.product_id = '50' AND dd.language_id = '1'
		 1864 Query	SELECT * FROM oc_recurring r LEFT JOIN oc_product_recurring pr ON (r.recurring_id = pr.recurring_id) LEFT JOIN oc_recurring_description rd ON (r.recurring_id = rd.recurring_id) WHERE r.recurring_id = '0' AND pr.product_id = '50' AND rd.language_id = 1 AND r.status = 1 AND pr.customer_group_id = '1'
		 1864 Query	SELECT * FROM oc_cart WHERE customer_id = '1' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1864 Query	SELECT * FROM oc_product_to_store p2s LEFT JOIN oc_product p ON (p2s.product_id = p.product_id) LEFT JOIN oc_product_description pd ON (p.product_id = pd.product_id) WHERE p2s.store_id = '0' AND p2s.product_id = '50' AND pd.language_id = '1' AND p.date_available <= NOW() AND p.status = '1'
		 1864 Query	SELECT price FROM oc_product_discount WHERE product_id = '50' AND customer_group_id = '1' AND quantity <= '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY quantity DESC, priority ASC, price ASC LIMIT 1
		 1864 Query	SELECT price FROM oc_product_special WHERE product_id = '50' AND customer_group_id = '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY priority ASC, price ASC LIMIT 1
		 1864 Query	SELECT points FROM oc_product_reward WHERE product_id = '50' AND customer_group_id = '1'
		 1864 Query	SELECT * FROM oc_product_to_download p2d LEFT JOIN oc_download d ON (p2d.download_id = d.download_id) LEFT JOIN oc_download_description dd ON (d.download_id = dd.download_id) WHERE p2d.product_id = '50' AND dd.language_id = '1'
		 1864 Query	SELECT * FROM oc_recurring r LEFT JOIN oc_product_recurring pr ON (r.recurring_id = pr.recurring_id) LEFT JOIN oc_recurring_description rd ON (r.recurring_id = rd.recurring_id) WHERE r.recurring_id = '0' AND pr.product_id = '50' AND rd.language_id = 1 AND r.status = 1 AND pr.customer_group_id = '1'
		 1864 Query	SELECT SUM(amount) AS total FROM oc_customer_transaction WHERE customer_id = '1'
		 1864 Query	SELECT * FROM oc_cart WHERE customer_id = '1' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1864 Query	SELECT * FROM oc_product_to_store p2s LEFT JOIN oc_product p ON (p2s.product_id = p.product_id) LEFT JOIN oc_product_description pd ON (p.product_id = pd.product_id) WHERE p2s.store_id = '0' AND p2s.product_id = '50' AND pd.language_id = '1' AND p.date_available <= NOW() AND p.status = '1'
		 1864 Query	SELECT price FROM oc_product_discount WHERE product_id = '50' AND customer_group_id = '1' AND quantity <= '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY quantity DESC, priority ASC, price ASC LIMIT 1
		 1864 Query	SELECT price FROM oc_product_special WHERE product_id = '50' AND customer_group_id = '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY priority ASC, price ASC LIMIT 1
		 1864 Query	SELECT points FROM oc_product_reward WHERE product_id = '50' AND customer_group_id = '1'
		 1864 Query	SELECT * FROM oc_product_to_download p2d LEFT JOIN oc_download d ON (p2d.download_id = d.download_id) LEFT JOIN oc_download_description dd ON (d.download_id = dd.download_id) WHERE p2d.product_id = '50' AND dd.language_id = '1'
		 1864 Query	SELECT * FROM oc_recurring r LEFT JOIN oc_product_recurring pr ON (r.recurring_id = pr.recurring_id) LEFT JOIN oc_recurring_description rd ON (r.recurring_id = rd.recurring_id) WHERE r.recurring_id = '0' AND pr.product_id = '50' AND rd.language_id = 1 AND r.status = 1 AND pr.customer_group_id = '1'
		 1864 Quit	
		 1865 Connect	root@localhost as anonymous on opencart
		 1865 Query	SET NAMES utf8
		 1865 Query	SET SQL_MODE = ''
		 1865 Query	SELECT * FROM oc_extension WHERE `type` = 'openbay'
		 1865 Query	SELECT * FROM oc_store WHERE REPLACE(`url`, 'www.', '') = 'http://localhost/OpencartStore/'
		 1865 Query	SELECT * FROM `oc_setting` WHERE store_id = '0' OR store_id = '0' ORDER BY store_id ASC
		 1865 Query	SELECT * FROM oc_customer WHERE customer_id = '1' AND status = '1'
		 1865 Query	UPDATE oc_customer SET ip = '127.0.0.1' WHERE customer_id = '1'
		 1865 Query	SELECT * FROM oc_customer_ip WHERE customer_id = '1' AND ip = '127.0.0.1'
		 1865 Query	SELECT * FROM oc_currency
		 1865 Query	SELECT tr1.tax_class_id, tr2.tax_rate_id, tr2.name, tr2.rate, tr2.type, tr1.priority FROM oc_tax_rule tr1 LEFT JOIN oc_tax_rate tr2 ON (tr1.tax_rate_id = tr2.tax_rate_id) INNER JOIN oc_tax_rate_to_customer_group tr2cg ON (tr2.tax_rate_id = tr2cg.tax_rate_id) LEFT JOIN oc_zone_to_geo_zone z2gz ON (tr2.geo_zone_id = z2gz.geo_zone_id) LEFT JOIN oc_geo_zone gz ON (tr2.geo_zone_id = gz.geo_zone_id) WHERE tr1.based = 'shipping' AND tr2cg.customer_group_id = '1' AND z2gz.country_id = '81' AND (z2gz.zone_id = '0' OR z2gz.zone_id = '1256') ORDER BY tr1.priority ASC
		 1865 Query	SELECT tr1.tax_class_id, tr2.tax_rate_id, tr2.name, tr2.rate, tr2.type, tr1.priority FROM oc_tax_rule tr1 LEFT JOIN oc_tax_rate tr2 ON (tr1.tax_rate_id = tr2.tax_rate_id) INNER JOIN oc_tax_rate_to_customer_group tr2cg ON (tr2.tax_rate_id = tr2cg.tax_rate_id) LEFT JOIN oc_zone_to_geo_zone z2gz ON (tr2.geo_zone_id = z2gz.geo_zone_id) LEFT JOIN oc_geo_zone gz ON (tr2.geo_zone_id = gz.geo_zone_id) WHERE tr1.based = 'store' AND tr2cg.customer_group_id = '1' AND z2gz.country_id = '222' AND (z2gz.zone_id = '0' OR z2gz.zone_id = '3563') ORDER BY tr1.priority ASC
		 1865 Query	SELECT * FROM oc_weight_class wc LEFT JOIN oc_weight_class_description wcd ON (wc.weight_class_id = wcd.weight_class_id) WHERE wcd.language_id = '1'
		 1865 Query	SELECT * FROM oc_length_class mc LEFT JOIN oc_length_class_description mcd ON (mc.length_class_id = mcd.length_class_id) WHERE mcd.language_id = '1'
		 1865 Query	DELETE FROM oc_cart WHERE customer_id = '0' AND date_added < DATE_SUB(NOW(), INTERVAL 1 HOUR)
		 1865 Query	UPDATE oc_cart SET session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7' WHERE customer_id = '1'
		 1865 Query	SELECT * FROM oc_cart WHERE customer_id = '0' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1865 Query	SELECT * FROM oc_extension WHERE `type` = 'openbay'
		 1865 Query	SELECT * FROM `oc_event` WHERE `trigger` LIKE 'catalog/%' ORDER BY `event_id` ASC
		 1865 Query	SELECT * FROM oc_cart WHERE customer_id = '1' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1865 Query	SELECT * FROM oc_product_to_store p2s LEFT JOIN oc_product p ON (p2s.product_id = p.product_id) LEFT JOIN oc_product_description pd ON (p.product_id = pd.product_id) WHERE p2s.store_id = '0' AND p2s.product_id = '50' AND pd.language_id = '1' AND p.date_available <= NOW() AND p.status = '1'
		 1865 Query	SELECT price FROM oc_product_discount WHERE product_id = '50' AND customer_group_id = '1' AND quantity <= '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY quantity DESC, priority ASC, price ASC LIMIT 1
		 1865 Query	SELECT price FROM oc_product_special WHERE product_id = '50' AND customer_group_id = '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY priority ASC, price ASC LIMIT 1
		 1865 Query	SELECT points FROM oc_product_reward WHERE product_id = '50' AND customer_group_id = '1'
		 1865 Query	SELECT * FROM oc_product_to_download p2d LEFT JOIN oc_download d ON (p2d.download_id = d.download_id) LEFT JOIN oc_download_description dd ON (d.download_id = dd.download_id) WHERE p2d.product_id = '50' AND dd.language_id = '1'
		 1865 Query	SELECT * FROM oc_recurring r LEFT JOIN oc_product_recurring pr ON (r.recurring_id = pr.recurring_id) LEFT JOIN oc_recurring_description rd ON (r.recurring_id = rd.recurring_id) WHERE r.recurring_id = '0' AND pr.product_id = '50' AND rd.language_id = 1 AND r.status = 1 AND pr.customer_group_id = '1'
		 1865 Query	SELECT * FROM oc_extension WHERE `type` = 'total'
		 1865 Query	SELECT * FROM oc_cart WHERE customer_id = '1' AND session_id = 'mvqpkhrcuc3ae8jf0plvrcriu7'
		 1865 Query	SELECT * FROM oc_product_to_store p2s LEFT JOIN oc_product p ON (p2s.product_id = p.product_id) LEFT JOIN oc_product_description pd ON (p.product_id = pd.product_id) WHERE p2s.store_id = '0' AND p2s.product_id = '50' AND pd.language_id = '1' AND p.date_available <= NOW() AND p.status = '1'
		 1865 Query	SELECT price FROM oc_product_discount WHERE product_id = '50' AND customer_group_id = '1' AND quantity <= '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY quantity DESC, priority ASC, price ASC LIMIT 1
		 1865 Query	SELECT price FROM oc_product_special WHERE product_id = '50' AND customer_group_id = '1' AND ((date_start = '0000-00-00' OR date_start < NOW()) AND (date_end = '0000-00-00' OR date_end > NOW())) ORDER BY priority ASC, price ASC LIMIT 1
